image_name,tags
file_16148,agriculture clear primary road water
file_16149,clear primary
file_1615,agriculture cloudy
file_16150,primary
file_16151,partly_cloudy primary
file_16152,clear primary road water
file_16153,haze primary road
file_16154,clear primary
file_16155,clear primary
file_16156,primary water
file_16157,primary
file_16158,agriculture clear cultivation primary water
file_16159,clear primary
file_1616,clear primary
file_16160,agriculture clear primary road
file_16161,cloudy primary
file_16162,clear primary
file_16163,primary
file_16164,clear primary
file_16165,agriculture clear primary road
file_16166,agriculture clear cultivation habitation primary road
file_16167,clear primary
file_16168,clear primary
file_16169,clear primary
file_1617,clear primary
file_16170,clear primary
file_16171,agriculture clear primary water
file_16172,clear primary water
file_16173,clear primary
file_16174,clear primary
file_16175,cloudy haze road water
file_16176,partly_cloudy primary
file_16177,clear primary
file_16178,clear primary
file_16179,primary
file_1618,clear primary
file_16180,agriculture clear habitation primary road water
file_16181,clear primary
file_16182,clear primary
file_16183,clear primary
file_16184,agriculture clear primary road
file_16185,clear primary road
file_16186,agriculture primary road
file_16187,clear primary
file_16188,clear habitation primary road water
file_16189,clear primary
file_1619,primary
file_16190,clear primary
file_16191,clear primary
file_16192,clear primary
file_16193,clear primary
file_16194,agriculture partly_cloudy primary
file_16195,clear primary
file_16196,primary road water
file_16197,agriculture clear primary
file_16198,primary
file_16199,partly_cloudy primary
file_162,cloudy
file_1620,clear primary
file_16200,clear habitation road water
file_16201,partly_cloudy primary
file_16202,agriculture clear cultivation habitation primary road water
file_16203,clear primary
file_16204,clear primary
file_16205,clear primary road
file_16206,primary
file_16207,clear primary
file_16208,primary
file_16209,clear primary
file_1621,clear primary
file_16210,clear primary
file_16211,partly_cloudy primary
file_16212,clear primary
file_16213,clear primary
file_16214,clear primary
file_16215,clear primary
file_16216,primary selective_logging
file_16217,clear partly_cloudy primary
file_16218,partly_cloudy primary
file_16219,clear primary
file_1622,agriculture primary
file_16220,partly_cloudy primary
file_16221,agriculture habitation partly_cloudy primary road
file_16222,clear primary
file_16223,clear haze primary selective_logging
file_16224,primary
file_16225,clear primary
file_16226,agriculture clear primary
file_16227,agriculture clear habitation primary water
file_16228,clear primary road
file_16229,clear primary
file_1623,clear primary
file_16230,clear primary
file_16231,clear primary
file_16232,clear primary
file_16233,clear primary
file_16234,agriculture cloudy
file_16235,clear primary
file_16236,agriculture primary road water
file_16237,agriculture clear primary road
file_16238,agriculture primary road water
file_16239,agriculture habitation primary road
file_1624,clear primary water
file_16240,clear primary
file_16241,clear primary water
file_16242,clear primary water
file_16243,clear primary
file_16244,clear primary
file_16245,agriculture clear primary water
file_16246,clear primary road
file_16247,clear primary water
file_16248,primary
file_16249,clear primary
file_1625,clear primary
file_16250,cloudy haze partly_cloudy water
file_16251,partly_cloudy primary
file_16252,clear primary
file_16253,clear primary
file_16254,clear primary
file_16255,clear primary water
file_16256,agriculture clear primary water
file_16257,clear primary
file_16258,primary
file_16259,clear primary
file_1626,clear primary road
file_16260,primary
file_16261,cloudy
file_16262,clear primary
file_16263,agriculture habitation primary
file_16264,agriculture clear primary road
file_16265,agriculture clear primary
file_16266,clear primary
file_16267,agriculture clear habitation primary
file_16268,agriculture clear habitation primary
file_16269,agriculture clear primary
file_1627,clear primary
file_16270,agriculture clear primary
file_16271,clear primary
file_16272,clear primary
file_16273,clear primary
file_16274,agriculture habitation partly_cloudy primary road
file_16275,agriculture clear primary road
file_16276,clear primary
file_16277,agriculture habitation haze primary road
file_16278,agriculture clear partly_cloudy primary road
file_16279,clear primary water
file_1628,clear primary
file_16280,clear primary
file_16281,agriculture clear habitation primary road
file_16282,primary
file_16283,primary
file_16284,clear primary
file_16285,clear primary road
file_16286,clear primary
file_16287,clear primary
file_16288,clear primary
file_16289,clear primary
file_1629,agriculture clear habitation primary road
file_16290,agriculture clear primary road
file_16291,agriculture clear cultivation primary road water
file_16292,clear primary
file_16293,clear primary
file_16294,clear primary
file_16295,clear primary
file_16296,clear primary
file_16297,primary
file_16298,clear primary
file_16299,primary road
file_163,clear primary
file_1630,clear primary
file_16300,clear primary
file_16301,primary
file_16302,primary
file_16303,clear primary
file_16304,primary
file_16305,clear primary
file_16306,clear primary water
file_16307,clear primary
file_16308,clear primary
file_16309,clear primary
file_1631,clear primary
file_16310,clear primary
file_16311,agriculture road water
file_16312,clear primary
file_16313,clear primary road
file_16314,agriculture clear primary
file_16315,clear primary
file_16316,agriculture clear primary
file_16317,agriculture partly_cloudy primary road water
file_16318,clear partly_cloudy primary road
file_16319,clear primary
file_1632,clear primary
file_16320,primary
file_16321,clear primary
file_16322,clear primary
file_16323,clear primary
file_16324,primary
file_16325,clear primary
file_16326,clear primary
file_16327,clear primary
file_16328,clear primary
file_16329,clear primary
file_1633,clear primary road
file_16330,agriculture clear habitation primary road water
file_16331,clear primary
file_16332,clear primary
file_16333,clear primary
file_16334,clear primary
file_16335,agriculture clear habitation primary road
file_16336,clear primary
file_16337,clear primary
file_16338,primary
file_16339,agriculture partly_cloudy primary
file_1634,partly_cloudy primary
file_16340,clear primary
file_16341,primary
file_16342,clear primary
file_16343,clear primary water
file_16344,
file_16345,primary
file_16346,clear primary
file_16347,clear primary
file_16348,clear primary
file_16349,cloudy
file_1635,clear primary road
file_16350,clear primary
file_16351,clear primary
file_16352,primary
file_16353,primary
file_16354,agriculture clear primary
file_16355,agriculture clear cultivation habitation primary road water
file_16356,clear primary
file_16357,clear primary
file_16358,clear primary
file_16359,primary
file_1636,clear primary
file_16360,clear primary road
file_16361,agriculture clear primary
file_16362,clear primary
file_16363,clear primary road
file_16364,clear primary
file_16365,clear primary
file_16366,clear primary
file_16367,clear primary
file_16368,clear primary
file_16369,primary
file_1637,clear primary
file_16370,clear primary
file_16371,clear primary
file_16372,clear primary
file_16373,agriculture clear habitation primary
file_16374,partly_cloudy primary
file_16375,bare_ground clear cloudy water
file_16376,primary
file_16377,primary
file_16378,clear primary
file_16379,primary
file_1638,agriculture clear primary road water
file_16380,primary
file_16381,clear primary
file_16382,cloudy
file_16383,partly_cloudy primary
file_16384,clear primary
file_16385,primary
file_16386,clear primary
file_16387,clear primary
file_16388,clear primary
file_16389,clear primary
file_1639,cultivation habitation partly_cloudy primary
file_16390,habitation primary
file_16391,cloudy primary
file_16392,primary
file_16393,clear primary
file_16394,clear primary
file_16395,agriculture cloudy road
file_16396,clear primary
file_16397,cloudy water
file_16398,clear primary
file_16399,partly_cloudy primary water
file_164,agriculture clear primary road
file_1640,agriculture clear primary road
file_16400,clear primary
file_16401,agriculture primary
file_16402,agriculture clear primary
file_16403,clear primary
file_16404,agriculture bare_ground partly_cloudy primary road water
file_16405,primary water
file_16406,partly_cloudy primary
file_16407,clear primary
file_16408,primary road
file_16409,clear primary
file_1641,agriculture clear habitation primary
file_16410,clear primary
file_16411,primary
file_16412,partly_cloudy primary water
file_16413,clear primary
file_16414,primary
file_16415,agriculture clear primary water
file_16416,cloudy primary water
file_16417,agriculture clear cultivation habitation primary road water
file_16418,agriculture clear cultivation habitation primary road water
file_16419,cloudy
file_1642,clear primary
file_16420,cloudy cultivation
file_16421,clear primary
file_16422,primary
file_16423,clear primary
file_16424,cultivation partly_cloudy primary
file_16425,cloudy
file_16426,agriculture clear primary water
file_16427,partly_cloudy primary
file_16428,clear primary
file_16429,agriculture clear cloudy haze primary water
file_1643,primary
file_16430,clear primary
file_16431,primary
file_16432,primary water
file_16433,agriculture clear cultivation habitation primary road water
file_16434,clear primary
file_16435,bare_ground primary road
file_16436,clear primary
file_16437,agriculture primary
file_16438,clear primary
file_16439,clear primary
file_1644,clear primary water
file_16440,clear primary
file_16441,agriculture clear primary road
file_16442,clear road
file_16443,clear primary
file_16444,clear primary road
file_16445,clear primary
file_16446,primary
file_16447,agriculture clear habitation partly_cloudy primary road water
file_16448,clear primary
file_16449,clear primary
file_1645,clear primary
file_16450,primary
file_16451,agriculture clear cultivation primary road slash_burn
file_16452,clear primary
file_16453,clear primary
file_16454,clear primary
file_16455,clear primary
file_16456,cloudy
file_16457,primary road
file_16458,haze
file_16459,primary water
file_1646,clear primary
file_16460,clear primary
file_16461,primary
file_16462,clear primary
file_16463,clear primary
file_16464,clear primary
file_16465,agriculture road water
file_16466,clear primary
file_16467,primary
file_16468,clear primary
file_16469,agriculture clear primary road water
file_1647,clear primary
file_16470,agriculture habitation primary road
file_16471,primary
file_16472,clear primary
file_16473,clear primary
file_16474,clear primary
file_16475,primary
file_16476,clear cultivation partly_cloudy primary
file_16477,clear primary
file_16478,primary
file_16479,clear primary
file_1648,clear primary
file_16480,agriculture clear cloudy habitation road
file_16481,clear primary
file_16482,agriculture clear primary road
file_16483,clear primary
file_16484,clear habitation primary road
file_16485,agriculture clear primary road
file_16486,primary
file_16487,clear primary
file_16488,clear primary water
file_16489,clear primary
file_1649,clear partly_cloudy primary water
file_16490,clear primary
file_16491,agriculture clear primary
file_16492,clear primary
file_16493,clear primary
file_16494,clear primary
file_16495,habitation primary road
file_16496,cloudy
file_16497,clear primary
file_16498,cloudy
file_16499,partly_cloudy primary
file_165,primary water
file_1650,clear primary
file_16500,clear primary
file_16501,clear primary
file_16502,agriculture clear primary road
file_16503,clear primary
file_16504,clear primary
file_16505,clear primary
file_16506,clear primary water
file_16507,clear primary
file_16508,primary
file_16509,agriculture blooming clear primary road
file_1651,clear primary
file_16510,partly_cloudy primary
file_16511,clear primary
file_16512,primary
file_16513,primary
file_16514,clear primary
file_16515,primary
file_16516,agriculture clear habitation primary selective_logging
file_16517,clear primary
file_16518,cloudy
file_16519,clear primary water
file_1652,clear primary
file_16520,clear primary
file_16521,clear primary
file_16522,clear primary
file_16523,clear primary water
file_16524,road
file_16525,clear primary
file_16526,clear primary
file_16527,clear primary
file_16528,clear primary
file_16529,partly_cloudy primary
file_1653,clear primary
file_16530,primary
file_16531,agriculture clear habitation primary
file_16532,primary
file_16533,clear partly_cloudy primary road
file_16534,cloudy
file_16535,clear primary
file_16536,clear primary
file_16537,clear primary
file_16538,clear primary
file_16539,agriculture clear primary
file_1654,agriculture clear primary road
file_16540,clear primary
file_16541,primary
file_16542,clear primary
file_16543,clear primary
file_16544,clear primary
file_16545,clear primary water
file_16546,clear haze primary road
file_16547,clear habitation primary road water
file_16548,clear primary
file_16549,partly_cloudy primary
file_1655,clear primary
file_16550,clear primary
file_16551,clear primary
file_16552,primary road
file_16553,clear primary
file_16554,clear primary
file_16555,agriculture clear partly_cloudy primary selective_logging
file_16556,clear habitation primary selective_logging
file_16557,clear primary
file_16558,clear primary
file_16559,clear primary water
file_1656,clear primary
file_16560,clear primary
file_16561,clear primary
file_16562,clear primary
file_16563,agriculture cloudy water
file_16564,agriculture clear habitation primary
file_16565,agriculture clear cloudy habitation road water
file_16566,clear primary
file_16567,clear primary
file_16568,agriculture clear primary road water
file_16569,agriculture clear primary road water
file_1657,agriculture clear primary
file_16570,clear primary
file_16571,clear primary
file_16572,clear primary
file_16573,clear primary
file_16574,clear primary
file_16575,clear primary
file_16576,primary
file_16577,cloudy road water
file_16578,primary
file_16579,agriculture clear primary water
file_1658,clear primary water
file_16580,clear primary
file_16581,clear primary
file_16582,cloudy
file_16583,partly_cloudy primary
file_16584,primary road water
file_16585,clear primary
file_16586,primary
file_16587,clear primary
file_16588,clear primary
file_16589,clear primary
file_1659,primary
file_16590,primary
file_16591,clear primary
file_16592,primary
file_16593,clear water
file_16594,partly_cloudy primary
file_16595,clear primary
file_16596,clear primary
file_16597,partly_cloudy primary road
file_16598,primary
file_16599,clear primary
file_166,clear primary
file_1660,clear primary
file_16600,clear primary
file_16601,primary
file_16602,primary
file_16603,clear primary
file_16604,agriculture primary
file_16605,clear primary
file_16606,agriculture bare_ground clear cultivation habitation primary road water
file_16607,agriculture primary
file_16608,partly_cloudy primary
file_16609,clear primary
file_1661,partly_cloudy primary
file_16610,clear primary
file_16611,clear primary
file_16612,clear habitation primary road water
file_16613,clear haze primary road slash_burn water
file_16614,primary
file_16615,partly_cloudy primary
file_16616,clear primary
file_16617,clear primary
file_16618,clear primary water
file_16619,clear primary
file_1662,agriculture clear primary
file_16620,primary
file_16621,clear primary
file_16622,clear primary
file_16623,primary
file_16624,clear primary
file_16625,clear primary
file_16626,primary
file_16627,primary
file_16628,clear primary
file_16629,clear primary
file_1663,clear primary
file_16630,clear partly_cloudy primary
file_16631,clear primary water
file_16632,clear primary
file_16633,agriculture cloudy road water
file_16634,clear primary
file_16635,clear primary
file_16636,clear primary
file_16637,clear primary
file_16638,cloudy partly_cloudy water
file_16639,clear primary
file_1664,clear primary
file_16640,clear primary
file_16641,clear primary
file_16642,partly_cloudy primary
file_16643,agriculture clear primary
file_16644,clear primary
file_16645,clear primary
file_16646,primary
file_16647,primary
file_16648,agriculture clear primary
file_16649,primary
file_1665,agriculture clear primary
file_16650,agriculture clear primary road water
file_16651,clear primary
file_16652,agriculture clear habitation primary road
file_16653,clear primary
file_16654,clear primary
file_16655,clear primary
file_16656,agriculture clear primary
file_16657,clear primary
file_16658,clear primary
file_16659,clear primary
file_1666,clear primary
file_16660,primary
file_16661,primary road
file_16662,partly_cloudy primary
file_16663,clear
file_16664,clear primary
file_16665,agriculture clear primary road
file_16666,primary
file_16667,agriculture clear primary
file_16668,clear primary
file_16669,clear cultivation primary
file_1667,primary
file_16670,primary
file_16671,partly_cloudy primary selective_logging
file_16672,primary
file_16673,agriculture clear primary
file_16674,clear primary
file_16675,clear primary
file_16676,agriculture primary
file_16677,clear primary
file_16678,partly_cloudy primary
file_16679,agriculture road
file_1668,primary road
file_16680,clear primary
file_16681,clear primary
file_16682,clear primary
file_16683,primary
file_16684,clear primary
file_16685,clear primary
file_16686,clear primary
file_16687,clear cultivation primary road
file_16688,primary
file_16689,clear primary
file_1669,primary
file_16690,clear primary water
file_16691,primary
file_16692,primary road
file_16693,clear primary
file_16694,clear primary
file_16695,primary
file_16696,clear primary
file_16697,agriculture primary
file_16698,
file_16699,primary road
file_167,primary
file_1670,clear primary
file_16700,clear primary
file_16701,clear primary
file_16702,clear primary
file_16703,clear primary
file_16704,clear primary
file_16705,primary
file_16706,clear primary
file_16707,clear primary water
file_16708,clear primary
file_16709,clear primary
file_1671,agriculture clear primary
file_16710,primary
file_16711,clear primary
file_16712,clear primary
file_16713,clear partly_cloudy primary
file_16714,clear primary
file_16715,clear primary
file_16716,clear primary
file_16717,clear primary
file_16718,agriculture primary
file_16719,agriculture clear primary
file_1672,cloudy haze road
file_16720,clear primary
file_16721,agriculture clear cultivation primary
file_16722,clear primary
file_16723,road
file_16724,primary
file_16725,clear primary road
file_16726,clear primary
file_16727,cloudy haze
file_16728,clear primary
file_16729,primary
file_1673,clear primary
file_16730,agriculture partly_cloudy primary
file_16731,clear primary
file_16732,agriculture habitation road water
file_16733,agriculture clear primary road
file_16734,agriculture clear primary
file_16735,cloudy primary
file_16736,clear primary
file_16737,agriculture clear cultivation primary road
file_16738,agriculture clear habitation road
file_16739,agriculture partly_cloudy primary road
file_1674,primary
file_16740,clear primary
file_16741,clear primary water
file_16742,haze primary selective_logging water
file_16743,clear primary
file_16744,clear partly_cloudy primary
file_16745,bare_ground clear primary
file_16746,agriculture clear primary
file_16747,clear primary
file_16748,primary
file_16749,clear primary
file_1675,clear primary
file_16750,primary
file_16751,agriculture partly_cloudy primary
file_16752,primary
file_16753,agriculture clear water
file_16754,clear primary
file_16755,clear primary
file_16756,agriculture primary road water
file_16757,clear primary
file_16758,clear primary
file_16759,cloudy primary
file_1676,clear primary
file_16760,clear primary
file_16761,agriculture clear primary
file_16762,clear primary
file_16763,clear primary
file_16764,clear primary
file_16765,clear primary
file_16766,primary road
file_16767,agriculture clear primary road
file_16768,primary
file_16769,clear primary
file_1677,clear primary
file_16770,clear primary road water
file_16771,clear primary water
file_16772,primary
file_16773,clear primary
file_16774,agriculture clear primary road
file_16775,agriculture clear primary
file_16776,clear primary
file_16777,agriculture clear primary
file_16778,clear primary water
file_16779,agriculture clear primary road
file_1678,clear primary
file_16780,primary
file_16781,clear primary
file_16782,agriculture clear primary road
file_16783,clear primary
file_16784,primary
file_16785,agriculture clear primary
file_16786,agriculture clear habitation primary water
file_16787,clear primary
file_16788,agriculture clear primary
file_16789,clear primary
file_1679,clear cultivation primary
file_16790,clear primary
file_16791,primary
file_16792,clear primary
file_16793,agriculture clear primary
file_16794,clear primary
file_16795,clear primary
file_16796,primary
file_16797,agriculture primary road water
file_16798,clear cultivation primary water
file_16799,clear primary
file_168,cultivation partly_cloudy primary
file_1680,clear primary
file_16800,clear primary
file_16801,clear primary
file_16802,clear primary
file_16803,primary water
file_16804,agriculture clear primary road water
file_16805,clear primary
file_16806,agriculture artisinal_mine bare_ground clear habitation primary road
file_16807,partly_cloudy primary
file_16808,clear primary
file_16809,agriculture clear primary road water
file_1681,primary
file_16810,primary
file_16811,clear primary
file_16812,clear habitation primary
file_16813,clear primary
file_16814,clear primary
file_16815,clear partly_cloudy primary road
file_16816,primary
file_16817,clear primary
file_16818,agriculture clear primary water
file_16819,clear primary
file_1682,clear primary road
file_16820,agriculture clear primary road
file_16821,primary
file_16822,clear primary
file_16823,clear primary
file_16824,clear primary
file_16825,clear primary
file_16826,agriculture clear primary
file_16827,clear primary water
file_16828,clear primary
file_16829,agriculture clear primary road
file_1683,agriculture clear primary road
file_16830,partly_cloudy primary
file_16831,clear primary
file_16832,partly_cloudy primary road
file_16833,clear primary
file_16834,agriculture clear primary
file_16835,clear primary
file_16836,clear primary road
file_16837,clear primary
file_16838,primary
file_16839,primary
file_1684,primary
file_16840,clear primary
file_16841,clear primary road
file_16842,agriculture clear primary
file_16843,primary
file_16844,clear primary
file_16845,clear primary
file_16846,agriculture habitation partly_cloudy primary road
file_16847,clear primary water
file_16848,clear primary
file_16849,primary
file_1685,clear primary
file_16850,agriculture clear primary road
file_16851,clear primary
file_16852,partly_cloudy
file_16853,clear primary
file_16854,primary
file_16855,clear primary
file_16856,agriculture primary
file_16857,primary
file_16858,primary
file_16859,clear primary
file_1686,clear primary
file_16860,primary
file_16861,agriculture clear primary
file_16862,clear primary
file_16863,cloudy
file_16864,clear primary
file_16865,clear primary
file_16866,partly_cloudy primary
file_16867,clear primary water
file_16868,clear primary
file_16869,clear primary
file_1687,clear primary
file_16870,habitation primary road
file_16871,agriculture clear primary road
file_16872,agriculture partly_cloudy primary
file_16873,bare_ground
file_16874,primary
file_16875,clear primary
file_16876,clear primary road
file_16877,clear primary
file_16878,agriculture cultivation partly_cloudy primary road
file_16879,clear primary
file_1688,clear primary
file_16880,agriculture clear primary road water
file_16881,bare_ground clear water
file_16882,partly_cloudy primary
file_16883,clear primary water
file_16884,clear primary water
file_16885,agriculture primary road
file_16886,clear primary
file_16887,clear habitation primary water
file_16888,clear primary
file_16889,primary
file_1689,clear primary
file_16890,clear primary
file_16891,clear primary
file_16892,clear primary
file_16893,clear primary
file_16894,habitation primary
file_16895,agriculture clear primary road
file_16896,clear primary
file_16897,clear primary
file_16898,primary
file_16899,agriculture road
file_169,partly_cloudy primary
file_1690,clear primary
file_16900,agriculture clear primary road
file_16901,cloudy
file_16902,agriculture clear primary
file_16903,clear primary
file_16904,clear primary
file_16905,agriculture clear habitation primary
file_16906,clear primary
file_16907,agriculture clear primary
file_16908,clear primary
file_16909,clear primary
file_1691,cloudy partly_cloudy
file_16910,clear primary
file_16911,primary road
file_16912,agriculture clear primary
file_16913,cloudy habitation partly_cloudy road
file_16914,clear primary
file_16915,agriculture clear primary road
file_16916,clear primary
file_16917,cloudy
file_16918,clear primary road water
file_16919,partly_cloudy primary
file_1692,cloudy water
file_16920,clear primary
file_16921,clear primary
file_16922,agriculture clear primary
file_16923,clear primary
file_16924,partly_cloudy primary
file_16925,cloudy partly_cloudy water
file_16926,clear primary
file_16927,agriculture clear haze primary water
file_16928,clear primary
file_16929,clear primary
file_1693,clear primary
file_16930,clear primary
file_16931,clear primary
file_16932,clear primary
file_16933,clear primary
file_16934,habitation partly_cloudy primary road water
file_16935,agriculture clear cultivation primary road
file_16936,clear primary
file_16937,primary
file_16938,clear primary
file_16939,clear primary road water
file_1694,primary
file_16940,agriculture cultivation partly_cloudy primary road water
file_16941,clear primary
file_16942,clear primary road
file_16943,clear primary
file_16944,clear primary
file_16945,agriculture cultivation partly_cloudy primary road
file_16946,primary
file_16947,primary
file_16948,clear primary
file_16949,clear primary
file_1695,agriculture clear primary
file_16950,clear primary
file_16951,agriculture clear primary
file_16952,primary
file_16953,primary
file_16954,primary
file_16955,clear primary
file_16956,agriculture clear cultivation primary
file_16957,clear primary
file_16958,clear cloudy cultivation primary
file_16959,clear primary
file_1696,agriculture clear primary
file_16960,clear primary
file_16961,clear primary road
file_16962,agriculture clear partly_cloudy primary
file_16963,clear primary
file_16964,primary
file_16965,primary
file_16966,primary
file_16967,clear primary
file_16968,partly_cloudy primary
file_16969,agriculture clear primary road water
file_1697,agriculture clear primary
file_16970,primary
file_16971,clear primary
file_16972,cultivation partly_cloudy primary
file_16973,partly_cloudy primary
file_16974,clear primary
file_16975,clear primary
file_16976,clear primary
file_16977,clear primary
file_16978,clear habitation haze primary
file_16979,clear primary
file_1698,agriculture clear cultivation habitation primary
file_16980,clear primary
file_16981,clear primary
file_16982,primary road
file_16983,primary
file_16984,cloudy
file_16985,clear primary
file_16986,clear primary
file_16987,primary
file_16988,agriculture clear primary road water
file_16989,clear primary
file_1699,agriculture primary
file_16990,clear primary
file_16991,clear primary
file_16992,clear primary
file_16993,clear primary
file_16994,agriculture clear primary road
file_16995,clear primary
file_16996,clear primary
file_16997,agriculture clear primary road
file_16998,clear primary
file_16999,clear primary
file_17,clear primary
file_170,cloudy
file_1700,clear primary
file_17000,partly_cloudy primary water
file_17001,clear partly_cloudy primary
file_17002,clear primary
file_17003,clear primary
file_17004,clear primary
file_17005,clear cultivation primary road
file_17006,clear primary
file_17007,primary
file_17008,clear primary
file_17009,clear primary
file_1701,clear primary
file_17010,clear primary road
file_17011,clear primary
file_17012,clear primary
file_17013,clear primary
file_17014,primary
file_17015,clear primary
file_17016,
file_17017,clear primary road
file_17018,agriculture road water
file_17019,agriculture primary road
file_1702,clear primary
file_17020,clear primary
file_17021,clear primary
file_17022,clear primary
file_17023,clear primary
file_17024,agriculture bare_ground cloudy
file_17025,clear haze primary
file_17026,primary
file_17027,agriculture partly_cloudy primary road water
file_17028,cloudy
file_17029,clear primary
file_1703,clear primary
file_17030,clear primary
file_17031,primary
file_17032,clear primary road
file_17033,agriculture clear primary
file_17034,clear primary
file_17035,clear haze primary water
file_17036,clear primary
file_17037,clear primary
file_17038,primary
file_17039,clear partly_cloudy primary
file_1704,clear primary
file_17040,clear primary
file_17041,clear primary
file_17042,clear partly_cloudy primary water
file_17043,clear primary
file_17044,clear primary
file_17045,primary
file_17046,clear primary
file_17047,clear primary
file_17048,clear primary
file_17049,partly_cloudy primary
file_1705,clear primary
file_17050,clear primary
file_17051,clear habitation partly_cloudy primary road
file_17052,clear primary
file_17053,clear habitation primary
file_17054,clear primary water
file_17055,clear primary
file_17056,clear primary
file_17057,clear primary
file_17058,clear primary
file_17059,
file_1706,clear primary
file_17060,clear primary
file_17061,agriculture clear cultivation primary road
file_17062,clear primary
file_17063,agriculture primary road
file_17064,clear primary
file_17065,clear primary
file_17066,clear primary
file_17067,clear primary water
file_17068,cloudy haze water
file_17069,clear primary water
file_1707,agriculture clear primary road
file_17070,haze primary
file_17071,clear primary
file_17072,clear primary
file_17073,clear primary
file_17074,agriculture clear primary road water
file_17075,cloudy road water
file_17076,clear primary
file_17077,clear primary
file_17078,clear primary road
file_17079,clear partly_cloudy primary
file_1708,clear primary
file_17080,clear primary
file_17081,clear primary
file_17082,partly_cloudy primary
file_17083,agriculture cloudy
file_17084,primary water
file_17085,clear primary
file_17086,clear primary
file_17087,clear primary
file_17088,clear primary
file_17089,clear primary road
file_1709,primary
file_17090,clear primary
file_17091,clear primary
file_17092,agriculture clear habitation primary road
file_17093,clear primary
file_17094,clear partly_cloudy primary road
file_17095,clear primary water
file_17096,clear primary
file_17097,clear primary
file_17098,clear primary
file_17099,clear primary
file_171,clear primary
file_1710,primary
file_17100,primary water
file_17101,clear primary
file_17102,clear primary
file_17103,clear primary
file_17104,agriculture habitation primary road water
file_17105,primary
file_17106,clear primary
file_17107,clear primary
file_17108,clear primary
file_17109,agriculture clear primary road
file_1711,primary
file_17110,clear primary
file_17111,clear primary road
file_17112,clear primary
file_17113,agriculture cloudy road
file_17114,clear primary
file_17115,clear primary water
file_17116,clear primary
file_17117,clear primary
file_17118,primary
file_17119,clear primary
file_1712,clear primary
file_17120,clear primary
file_17121,agriculture primary road
file_17122,clear primary
file_17123,agriculture primary water
file_17124,primary
file_17125,agriculture clear habitation primary road water
file_17126,primary
file_17127,clear primary
file_17128,partly_cloudy primary water
file_17129,clear primary
file_1713,agriculture primary
file_17130,clear primary
file_17131,agriculture bare_ground clear cultivation habitation road
file_17132,agriculture clear primary road
file_17133,primary
file_17134,clear primary
file_17135,clear primary
file_17136,agriculture clear habitation primary road
file_17137,primary
file_17138,clear primary road
file_17139,clear primary
file_1714,clear primary
file_17140,clear primary
file_17141,primary water
file_17142,clear primary
file_17143,clear primary
file_17144,clear primary
file_17145,agriculture clear habitation primary road
file_17146,clear partly_cloudy primary
file_17147,clear primary road water
file_17148,clear primary
file_17149,clear primary
file_1715,clear primary
file_17150,clear primary
file_17151,clear primary
file_17152,clear primary
file_17153,agriculture partly_cloudy primary
file_17154,clear cloudy
file_17155,clear primary
file_17156,agriculture clear primary
file_17157,agriculture primary road water
file_17158,agriculture clear habitation primary road
file_17159,clear primary
file_1716,clear primary
file_17160,clear primary
file_17161,clear primary
file_17162,primary
file_17163,clear primary
file_17164,primary
file_17165,cloudy
file_17166,clear primary
file_17167,clear primary
file_17168,clear primary
file_17169,clear primary
file_1717,clear primary
file_17170,agriculture clear habitation primary
file_17171,clear primary
file_17172,agriculture bare_ground clear habitation water
file_17173,agriculture clear habitation primary road
file_17174,cloudy water
file_17175,clear primary
file_17176,cultivation partly_cloudy primary
file_17177,clear habitation primary
file_17178,agriculture primary road water
file_17179,primary water
file_1718,agriculture clear primary road
file_17180,primary
file_17181,clear primary
file_17182,clear primary
file_17183,clear primary
file_17184,agriculture clear primary road
file_17185,clear primary
file_17186,cloudy
file_17187,clear primary
file_17188,agriculture partly_cloudy road water
file_17189,clear habitation primary
file_1719,clear primary
file_17190,agriculture partly_cloudy primary road
file_17191,clear primary water
file_17192,clear road
file_17193,clear primary
file_17194,primary
file_17195,clear primary water
file_17196,clear primary
file_17197,clear primary
file_17198,cloudy
file_17199,clear primary
file_172,clear primary
file_1720,clear primary water
file_17200,clear primary
file_17201,clear primary
file_17202,clear primary
file_17203,primary
file_17204,clear primary
file_17205,agriculture clear habitation primary road water
file_17206,primary
file_17207,agriculture primary
file_17208,clear primary
file_17209,clear primary
file_1721,clear primary
file_17210,clear primary
file_17211,clear primary
file_17212,clear primary
file_17213,clear primary
file_17214,clear primary water
file_17215,agriculture clear cultivation primary slash_burn
file_17216,clear primary
file_17217,primary
file_17218,clear primary
file_17219,clear primary
file_1722,agriculture clear partly_cloudy primary road
file_17220,clear primary
file_17221,clear primary
file_17222,clear primary
file_17223,primary
file_17224,clear primary
file_17225,primary
file_17226,clear primary
file_17227,clear partly_cloudy primary road water
file_17228,agriculture clear primary
file_17229,clear primary
file_1723,clear primary water
file_17230,clear primary
file_17231,clear primary
file_17232,primary
file_17233,primary
file_17234,clear primary water
file_17235,clear primary
file_17236,agriculture clear cultivation primary road
file_17237,clear primary
file_17238,agriculture clear partly_cloudy primary
file_17239,clear primary
file_1724,primary
file_17240,agriculture
file_17241,agriculture clear primary water
file_17242,clear primary
file_17243,clear primary
file_17244,clear primary road
file_17245,agriculture partly_cloudy road
file_17246,agriculture clear primary road water
